Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,9/19/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Chile,CHL,Agricultural land (% of land area),AG.LND.AGRI.ZS,,18.00325936,18.23189779,18.46053623,18.69186453,18.92184789,19.1491414,19.44502643,19.74091146,19.9695499,20.30847276,20.64470575,20.98093874,21.30103255,21.85514452,22.25862411,23.13282989,22.9983367,22.8638435,22.7293503,22.6621037,22.52761051,22.32587071,22.25862411,22.19137752,22.15371942,22.10530187,21.73813544,21.72603105,21.74620503,21.3830734,21.23513088,20.92176173,20.81551211,20.77919895,20.61780711,20.48600378,20.47255446,20.46851966,20.25467548,20.32192208,20.37571935,20.93386612,20.74557565,21.43149095,21.36424435,21.24992514,21.15846976,21.22840622,21.22571636,21.17326401,21.23513088,21.1894032,21.22437143,21.19774204,21.22975116,21.17164983,,
China,CHN,Agricultural land (% of land area),AG.LND.AGRI.ZS,,36.46579501,36.75871435,37.0622853,37.36585626,37.77061753,38.15407557,38.53753362,38.92099167,39.41096583,39.90094,40.39623998,40.88834447,41.48589993,42.19103667,42.682076,43.31584694,43.94855271,44.57380236,45.07655846,45.54672063,46.11178867,47.13530211,48.24413496,49.48068064,50.73863606,51.38934306,51.95494368,52.55239262,53.20320614,53.86456475,54.47010891,54.78273374,55.19910526,55.6901446,55.69020391,55.69441737,55.74352141,55.78080213,55.72221814,55.60191389,55.37954069,55.2323422,54.97670616,55.00866113,55.11518135,54.76368035,54.81001871,54.80799489,54.80841731,54.80809776,54.80841731,54.80841731,54.80841731,54.80841731,56.22295728,56.2123131,,
Cote d'Ivoire,CIV,Agricultural land (% of land area),AG.LND.AGRI.ZS,,49.3081761,49.93710692,49.93710692,50.25157233,50.56603774,50.56603774,50.78616352,50.78616352,50.94339623,50.94339623,51.25786164,51.28930818,51.69811321,52.27987421,52.56289308,52.95597484,53.71069182,54.11949686,54.16666667,54.26100629,54.62264151,55,55.29559748,56.29245283,57.16981132,57.48427673,57.86163522,58.86792453,59.18238994,59.52830189,59.59119497,60.37735849,61.32704403,61.94968553,62.26415094,62.26415094,61.94968553,61.94968553,61.63522013,61.63522013,61.63522013,61.63522013,61.63522013,62.89308176,63.52201258,63.83647799,64.77987421,64.77987421,64.77987421,64.77987421,64.77987421,64.77987421,64.77987421,64.77987421,64.77987421,64.77987421,,
Cameroon,CMR,Agricultural land (% of land area),AG.LND.AGRI.ZS,,15.88711895,16.01404667,16.11981976,16.24674748,16.37367519,16.50060291,16.64868524,16.75445834,16.86023143,16.87715513,16.98292822,17.12466417,17.26216919,17.51602462,17.75930274,18.00258086,18.28605276,18.34317023,18.85299655,18.89107487,18.95453872,19.06031182,19.16608491,19.27185801,19.37763111,19.52571344,19.4834042,19.4834042,19.44109496,19.39878572,19.35647649,19.37763111,19.37763111,19.37763111,19.37763111,19.37763111,19.37763111,19.37763111,19.37763111,19.37763111,19.37763111,19.37763111,19.37763111,19.4834042,19.48975059,19.48975059,19.48975059,19.59552368,19.70129678,20.51998054,20.62575363,20.62575363,20.62575363,20.62575363,20.62575363,20.62575363,,
"Congo, Dem. Rep.",COD,Agricultural land (% of land area),AG.LND.AGRI.ZS,,11.04960191,11.05842394,11.071657,11.08489006,11.09371209,11.10253413,11.11576719,11.13782228,11.15987737,11.18193247,11.20398756,11.22604265,11.24809775,11.27015284,11.27015284,11.29220794,11.30544099,11.31426303,11.31426303,11.33631812,11.35837322,11.36719525,11.38042831,11.4024834,11.4245385,11.44659359,11.44659359,11.44659359,11.44659359,11.45100461,11.45982665,11.46864868,11.46864868,11.46864868,11.38042831,11.38042831,11.33631812,11.33631812,11.29220794,11.29220794,11.27015284,11.27015284,11.27015284,11.27015284,11.27015284,11.28603251,11.31426303,11.33631812,11.35616771,11.36498974,11.48629276,11.55686906,11.55686906,11.55686906,11.55686906,11.55686906,,
"Congo, Rep.",COG,Agricultural land (% of land area),AG.LND.AGRI.ZS,,30.86383602,30.86383602,30.86969253,30.87262079,30.87262079,30.87262079,30.87262079,30.87262079,30.87554905,30.88726208,30.88726208,30.89311859,30.90483163,30.91654466,30.92825769,30.94582723,30.93704246,30.80527086,30.81112738,30.81991215,30.82869693,30.90483163,30.91654466,30.92825769,30.94582723,30.93704246,30.86383602,30.86969253,30.87554905,30.80819912,30.81405564,30.81991215,30.83455344,30.79941435,30.80527086,30.81112738,30.85212299,30.8579795,30.87554905,30.86383602,30.86383602,30.86383602,30.86383602,30.87847731,30.88433382,30.89311859,30.89311859,30.89311859,30.93118594,30.96925329,31.02781845,31.04538799,31.11859444,31.11859444,31.11859444,31.11859444,,
Colombia,COL,Agricultural land (% of land area),AG.LND.AGRI.ZS,,36.02523659,36.9283461,37.39792699,37.85038306,38.76340694,38.77422262,38.77692654,38.77872916,38.78323569,38.78323569,40.60748085,40.62009914,40.63452005,40.64803966,40.66246057,40.67598017,40.84272195,40.79405137,40.80847228,40.82199189,40.8364128,40.8499324,40.86435331,40.87967553,40.89680036,40.9148265,40.92023434,40.81388013,40.72374944,40.63361875,40.45425868,40.54348806,40.47138351,40.43713384,40.11987382,40.48670572,40.63271744,41.04821992,41.16088328,40.431726,37.62505633,37.50067598,37.90085624,38.20730059,38.35691753,38.01171699,38.2478594,38.40829202,38.34159531,38.30824696,37.60342497,38.41153814,40.39261069,40.54723764,40.25741466,40.25741466,,
Comoros,COM,Agricultural land (% of land area),AG.LND.AGRI.ZS,,51.04782208,51.04782208,51.04782208,51.04782208,51.04782208,51.04782208,51.04782208,51.04782208,51.04782208,51.04782208,51.04782208,51.04782208,51.04782208,51.04782208,51.04782208,51.04782208,51.04782208,53.73454955,53.73454955,53.73454955,53.73454955,53.73454955,53.73454955,59.10800451,59.10800451,59.10800451,60.720041,61.25738649,61.25738649,61.25738649,61.25738649,61.79473199,61.79473199,64.48145946,65.55615046,66.63084145,67.70553244,69.85491442,70.92960541,71.46695091,72.5416419,72.5416419,72.5416419,72.5416419,71.46695091,71.46695091,71.46695091,71.46695091,71.46695091,71.46695091,71.46695091,71.46695091,71.46695091,71.46695091,71.46695091,71.46695091,,
Cabo Verde,CPV,Agricultural land (% of land area),AG.LND.AGRI.ZS,,16.12903226,16.12903226,16.12903226,16.12903226,16.12903226,16.12903226,16.12903226,16.12903226,16.12903226,16.12903226,16.12903226,16.12903226,16.12903226,16.12903226,16.12903226,16.12903226,16.12903226,16.12903226,16.12903226,16.12903226,16.12903226,16.12903226,16.12903226,16.12903226,16.12903226,16.12903226,16.12903226,16.62531017,16.62531017,16.87344913,16.87344913,17.12158809,17.12158809,17.12158809,17.36972705,17.36972705,17.86600496,17.86600496,17.617866,17.617866,18.11414392,18.36228288,18.36228288,18.61042184,18.61042184,18.85856079,18.85856079,19.35483871,19.35483871,19.35483871,19.35483871,20.84367246,20.84367246,19.60297767,19.60297767,19.60297767,,
Costa Rica,CRI,Agricultural land (% of land area),AG.LND.AGRI.ZS,,27.32079906,27.61457109,27.81041911,29.08343126,30.45436741,32.02115159,32.04073639,33.60752056,35.05679593,36.34939287,36.95652174,36.95652174,40.10967489,40.10967489,41.55895025,43.18448884,44.79044262,46.22013318,47.84567176,49.27536232,50.9009009,52.46768508,52.52643948,53.81903643,52.50685468,51.15550333,49.72581277,48.2373678,46.57265962,45.14296906,43.83078731,42.30317274,41.38268703,41.0301606,40.10967489,39.07168038,38.24911868,37.5048962,36.97610654,36.03603604,35.89894242,35.76184881,35.82060321,35.6835096,35.35056796,35.54641598,35.25264395,35.11555033,35.56600078,35.62475519,35.62475519,35.48766157,35.18409714,34.86290591,34.8609479,34.45945946,,
Caribbean small states,CSS,Agricultural land (% of land area),AG.LND.AGRI.ZS,,5.518774704,5.526185771,5.533596838,5.538537549,5.484189723,5.518774704,5.516304348,5.521245059,5.531126482,5.513833992,5.536067194,5.531126482,5.565711462,5.570405137,5.566256729,5.768755865,5.986072011,6.210796661,6.416259201,6.415956527,6.41422749,6.372730641,6.341113995,6.354205261,6.367296528,6.383104856,6.412251451,6.419661603,6.436951958,6.458935407,6.480918857,6.495492159,6.579473881,6.566629616,6.545634186,6.534271952,6.508583426,6.480177844,6.492281091,6.416450537,6.397925157,6.355934299,6.36779054,6.337236014,6.216376442,6.214425105,6.199802395,6.165246396,6.208472278,6.198839084,6.198839077,6.186982827,6.215388409,6.226503637,6.245770039,6.268000495,,
Cuba,CUB,Agricultural land (% of land area),AG.LND.AGRI.ZS,,33.05400372,35.4283054,37.59776536,44.27374302,42.34636872,41.99255121,43.02607076,44.01303538,44.18063315,46.75977654,47.23463687,51.96461825,54.47858473,52.4301676,54.09683426,55.83798883,56.21973929,55.38175047,54.58100559,55.27932961,55.2886406,56.63873371,57.53258845,57.18808194,57.93296089,60.06517691,62.62569832,63.20297952,63.05400372,62.76536313,62.89571695,63.08193669,62.66294227,62.25325885,62.23463687,61.59217877,62.26256983,62.141527,62.01117318,61.02420857,61.97392924,62.54347213,62.38721805,61.34761771,62.35437805,62.29446585,62.19466366,61.69673055,61.19691662,60.70274516,59.96275532,60.17529392,60.85492041,60.36252794,59.99134594,59.86060561,,
Curacao,CUW,Agricultural land (% of land area),AG.LND.AGRI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Agricultural land (% of land area),AG.LND.AGRI.ZS,,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,,
Cyprus,CYP,Agricultural land (% of land area),AG.LND.AGRI.ZS,,43.72294372,43.50649351,43.83116883,43.61471861,43.50649351,43.29004329,43.3982684,43.3982684,43.18181818,43.07359307,42.85714286,42.64069264,42.66233898,31.06060606,19.51298734,19.25324609,19.05844222,18.86363669,18.66883117,18.56060606,19.03679588,19.6969697,19.80519481,19.6969697,17.61904795,17.66233733,17.57575692,17.46753181,17.46753181,17.38095304,17.2294369,17.27272793,17.17532435,15.51947986,15.48701365,15.49783517,15.38961006,15.60606028,15.60606028,15.31385281,15.15151515,15.15151515,16.66666667,16.88311688,18.07359307,16.99134199,15.9307356,12.51082235,13.80952364,12.39177489,12.58658042,12.65151532,11.77813873,11.79437266,13.79978378,12.15692661,,
Czech Republic,CZE,Agricultural land (% of land area),AG.LND.AGRI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.41607351,55.44195677,55.39019024,55.39019024,55.39019024,55.44195677,55.41607351,55.39019024,55.36430698,55.28665718,55.24783228,55.20320994,55.1384934,55.06796117,55.00323625,54.93851133,54.87378641,54.81615743,54.75142413,54.70672019,45.5969956,45.53224553,45.25320554,45.18259518,,
Germany,DEU,Agricultural land (% of land area),AG.LND.AGRI.ZS,,55.49508779,55.54664452,55.57242288,55.73282159,55.95050554,55.94191275,55.60106551,55.23730416,55.14851202,54.48686736,54.28350471,54.27491192,54.12597027,53.90828631,53.8252227,53.72783777,53.5874889,53.44427577,53.2580987,53.04327901,52.87715178,52.69097471,52.50193338,52.3701773,52.25560679,52.15249334,51.91475955,51.83456019,51.71712543,51.64838312,49.08200384,48.55211526,49.15788268,49.57749706,49.67917502,49.66341058,49.64045266,49.77651711,49.14894836,48.91245164,48.82201204,48.63555581,48.74000172,48.77999828,48.83300837,48.59486121,48.61330198,48.53569687,48.43808267,47.91003242,47.96591692,47.81086819,47.85886265,47.93637145,47.9592063,47.67861232,,
Djibouti,DJI,Agricultural land (% of land area),AG.LND.AGRI.ZS,,56.12597066,56.12597066,56.12597066,56.12597066,56.12597066,56.12597066,56.12597066,56.12597066,56.12597066,56.12597066,56.12597066,56.12597066,56.12597066,56.12597066,56.12597066,56.12597066,56.12597066,56.12597066,56.12597066,56.12597066,56.12597066,56.12597066,56.12597066,56.12597066,56.12597066,56.12597066,56.12597066,56.12597066,56.12597066,56.03968939,57.63589301,59.14581536,60.44003451,60.44003451,62.59706644,63.89128559,64.75409836,64.75409836,66.91113028,69.06816221,72.51941329,73.38222606,73.38222606,73.38222606,73.38222606,73.39517035,73.40379638,73.39085208,73.39517035,73.40810939,73.4253667,73.4253667,73.4253667,73.4253667,73.4253667,73.4253667,,
Dominica,DMA,Agricultural land (% of land area),AG.LND.AGRI.ZS,,22.66666667,24,22.66666667,22.66666667,24,25.33333333,25.33333333,25.33333333,25.33333333,25.33333333,25.33333333,25.33333333,25.33333333,25.33333333,25.33333333,25.33333333,25.33333333,25.33333333,25.33333333,25.33333333,25.33333333,25.33333333,25.33333333,25.33333333,25.33333333,25.33333333,25.33333333,24,24,24,24,24,24,24,22.66666667,22.66666667,22.66666667,22.66666667,25.33333333,28,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,30.66666667,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,,
Denmark,DNK,Agricultural land (% of land area),AG.LND.AGRI.ZS,,74.58107151,74.13264102,72.88175596,72.40972386,71.58366769,71.44205806,71.34765164,71.20604201,70.59240028,70.2147746,69.64833609,69.76634411,70.47439226,69.19990559,69.31791362,69.2235072,69.08189757,68.94028794,68.90042473,68.54648419,68.3577159,68.12175555,67.15431807,67.3666824,66.87116564,66.51722511,66.00613352,65.74663836,65.43996226,65.77022883,65.34560038,64.95404195,64.55338204,63.422107,64.24699505,64.01131275,63.35140231,62.97431063,62.31440019,62.38510488,63.06858355,62.80933302,62.64435541,62.36153665,63.79919868,63.86990337,62.76219656,62.88003771,62.07871789,61.89017205,63.39853877,62.4910693,62.13384139,62.61014527,62.18147178,62.01476542,,
Dominican Republic,DOM,Agricultural land (% of land area),AG.LND.AGRI.ZS,,45.33222935,45.64272407,45.9532188,46.26371352,46.57420824,46.88470296,47.19519768,47.40219416,48.23018009,48.33367833,48.51997516,49.05816601,49.78265369,50.19664666,50.8176361,51.95611675,52.57710619,53.09459739,53.61208859,54.23307804,54.33657628,54.44007452,54.44007452,54.44007452,54.44007452,54.58497206,54.58497206,54.58497206,54.66777065,52.70130408,52.70130408,52.70130408,52.70130408,52.70130408,53.32229352,53.30159387,51.74912026,51.95611675,51.06603188,52.05961499,52.05961499,52.05961499,50.40364314,50.03104947,50.03104947,50.03104947,50.03104947,49.61705651,49.61705651,49.61705651,49.61705651,48.68557235,48.68557235,48.68557235,48.68557235,48.68557235,,
Algeria,DZA,Agricultural land (% of land area),AG.LND.AGRI.ZS,,19.09150453,18.85176384,18.688018,18.54274606,18.54400564,18.54400564,18.57927398,18.55912064,18.55912064,18.56457884,19.07554981,19.06001495,18.60152661,18.61496217,18.37018314,18.48270592,18.40335217,18.40797064,18.39831384,18.40251245,16.44637954,16.41950843,16.49298412,16.63069856,16.3959962,16.24358662,16.28179398,16.2977487,16.27381662,16.23854829,16.21587579,16.31790204,16.31664245,16.6432944,16.64707315,16.64161495,16.66428745,16.72138856,16.68150176,16.80326148,16.84020926,16.73356454,16.75485117,17.27518537,17.3028962,17.29030037,17.32011051,17.34404259,17.37385273,17.37133356,17.37721162,17.38149059,17.39553462,17.39526565,17.40592946,17.36553915,,
East Asia & Pacific (excluding high income),EAP,Agricultural land (% of land area),AG.LND.AGRI.ZS,,35.75279481,35.95897764,36.17820052,36.40114184,36.66170538,36.91331457,37.17589522,37.42429199,37.72052838,38.04720871,38.28993329,38.6540732,39.04958943,39.54399332,39.88498256,39.37159464,39.83931611,40.24298585,40.51633168,40.82819519,41.19707079,41.84119763,42.53851514,43.20543629,44.17455398,44.7118631,45.28553778,45.75637188,46.22145534,46.67439703,46.85628228,46.87713677,46.88792812,47.1412644,47.21037377,47.23297802,47.95419791,48.00151294,48.19017603,48.2910042,48.20539448,48.1496961,47.19986491,47.41078069,47.40227773,47.26505846,47.43054015,47.56626322,47.71885771,47.7797995,47.85331264,47.92961837,47.99475527,48.05951173,48.93103394,48.81369926,,
Early-demographic dividend,EAR,Agricultural land (% of land area),AG.LND.AGRI.ZS,,35.42573327,35.40066082,35.34537285,35.31335726,35.28365605,35.28050592,35.26838757,35.27568429,35.26398382,35.28486145,35.29603155,35.42271171,35.48999154,35.51375962,35.52262212,35.54212149,35.60390301,35.66079859,35.75586564,35.75543169,35.65258891,35.77658077,35.82279156,36.15243617,36.47656547,36.74281749,37.15340106,37.36243285,37.64062972,37.94406637,37.97706954,38.88863163,38.96163033,39.18468765,39.47988017,39.81322628,40.10191163,40.47161617,40.79047171,40.85460901,40.91929227,40.91669491,41.07069982,41.36974133,40.94449115,41.04645947,41.21706096,41.20415504,41.27076575,41.38128144,41.4391877,41.51183475,41.53712357,41.47627913,41.46442664,41.46629644,,
East Asia & Pacific,EAS,Agricultural land (% of land area),AG.LND.AGRI.ZS,,43.3292848,43.5525515,43.8079755,44.06283519,44.39548567,44.60418731,44.88033193,44.9627268,45.31300761,45.64341034,45.85385282,46.15345082,46.51334762,46.86358172,47.05970384,46.77523805,46.70004968,46.88462058,47.21881669,47.52278076,47.77624106,47.98053204,48.15024406,48.66021288,49.27851113,49.54513357,49.92250009,50.27490539,50.35712252,50.54075754,50.59073848,50.72622832,50.48767654,50.97868479,50.7766041,50.86201534,51.20590843,51.29920904,51.00797156,51.16913578,51.10095062,50.56949643,49.6300361,49.79207925,49.98402089,49.45910642,49.18100427,48.92783059,48.69120321,48.29681228,48.79562024,48.66672057,48.34016726,48.77700473,47.67801301,47.78377989,,
Europe & Central Asia (excluding high income),ECA,Agricultural land (% of land area),AG.LND.AGRI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.80809982,28.69549076,28.6680208,28.39518483,28.31245137,28.40452852,28.33810461,28.30780261,28.34915884,28.30879086,28.24225519,28.16595235,28.10294605,28.05842732,28.04980236,27.95883155,27.89846519,27.86312024,28.1024331,28.07405903,28.06403458,28.1715474,28.20602613,28.20499981,28.17853687,,
Europe & Central Asia,ECS,Agricultural land (% of land area),AG.LND.AGRI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.66712378,30.64347037,30.60043341,30.31542954,30.23828358,30.213631,30.15797015,30.11018831,30.08947074,29.977898,29.86104456,29.7312669,29.66659369,29.62389529,29.58974268,29.44541582,29.41267727,29.33592922,29.46649828,29.41072867,29.3797697,29.42677256,29.39787706,29.38559167,29.34098639,,
Ecuador,ECU,Agricultural land (% of land area),AG.LND.AGRI.ZS,,17.01343736,17.01343736,17.04955931,17.04955931,17.08568126,17.08568126,17.12180321,17.10374223,17.32047392,17.53720561,17.75393729,17.97066898,18.18740066,18.66782257,19.45166883,20.06574194,21.07715648,21.69122959,22.35948562,23.39979772,24.41482445,25.1408756,25.62852189,26.20647305,26.80248519,27.38043635,27.88975582,27.90781679,28.00534605,28.34128016,28.58690941,28.727785,28.80725329,29.36353128,29.28767519,28.85059962,28.94090449,32.32001933,32.51328716,32.47704944,31.34562732,30.1578354,29.19149622,30.30681269,30.19809953,29.97262039,29.84377517,29.9766468,30.33660776,30.18883957,29.57843492,30.22588139,30.25044291,22.55476001,23.30649018,22.2096956,,
"Egypt, Arab Rep.",EGY,Agricultural land (% of land area),AG.LND.AGRI.ZS,,2.579737807,2.516449847,2.501381285,2.517454418,2.68421317,2.792706816,2.813802803,2.813802803,2.84795821,2.855994776,2.865035913,2.868049626,2.868049626,2.855994776,2.837912502,2.742478276,2.64704405,2.551609825,2.458184741,2.456175599,2.479280727,2.456416686,2.445868693,2.469496218,2.50841328,2.578733236,2.55864182,2.592797227,2.582751519,2.660103471,2.655080617,3.009975417,3.260836807,3.260836807,3.298005927,3.190978915,3.259751793,3.274519179,3.498920086,3.306042493,3.353257321,3.439650409,3.424581847,3.493897232,3.539102918,3.549148626,3.55417148,3.558189763,3.705861671,3.687779396,3.636546286,3.712893666,3.748023478,3.732171321,3.807192845,3.750836325,,
Euro area,EMU,Agricultural land (% of land area),AG.LND.AGRI.ZS,,56.13632908,56.08488471,56.00323734,55.72601805,55.54538152,55.38262614,55.33645056,55.01006871,55.04500115,54.44525817,53.61534266,53.4216792,53.18839514,53.03604938,52.88098628,52.55937752,52.50152871,52.51207798,52.36278065,52.20148378,52.15543564,52.08091426,51.65994707,51.54711986,51.45865609,51.34276524,51.27056687,50.95335038,50.96945001,50.77426546,49.45871935,48.69632775,48.62356084,48.46143188,47.84815832,47.91161721,47.68689771,47.68373405,47.60858684,47.39579863,46.81832918,46.5114936,46.10391649,45.89011752,45.97976959,45.45154176,45.04519145,45.14606227,44.81995342,44.76275712,44.32516163,44.1757521,43.97364677,43.40807052,43.35124932,43.03609477,,
Eritrea,ERI,Agricultural land (% of land area),AG.LND.AGRI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.26732673,73.32673267,73.33663366,72.65346535,72.87128713,73.93069307,73.93069307,74.55445545,74.57425743,74.57425743,74.92079208,74.25742574,74.47524752,74.97029703,74.97029703,74.97029703,75.16831683,75.16831683,75.16831683,75.16831683,75.16831683,75.16831683,75.16831683,75.16831683,,
Spain,ESP,Agricultural land (% of land area),AG.LND.AGRI.ZS,,66.48925527,66.49325703,66.3031734,65.53483533,65.41678338,64.34030974,64.7925087,64.34631238,65.08263636,64.26627716,65.39677458,65.16467246,64.5884189,64.18809405,63.88927807,63.08625418,63.23817912,63.01523432,62.76774633,62.54229483,62.47947784,62.4494454,61.6522836,61.32468365,61.49287202,61.28864328,61.2706231,61.22457152,61.47084735,61.01233381,60.81010732,60.62590101,60.13334935,60.43368573,59.5046452,60.34558706,60.18540766,59.98318116,59.62277751,59.65130261,59.21527722,58.95118628,58.39826927,58.23750952,58.43435052,57.34297968,56.10787201,56.41940658,56.09032206,55.08889822,54.04096983,53.86137822,53.44395198,53.13368385,53.18906052,52.57724744,,
Estonia,EST,Agricultural land (% of land area),AG.LND.AGRI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.41330502,31.13941967,25.97310686,23.37815523,23.7084218,24.13305025,24.60485964,23.61405992,23.26020288,20.99551781,16.47086606,19.54942232,18.17409824,20.80443558,21.1960368,21.57584278,21.39183741,21.98159915,22.38263713,22.3165841,22.55013032,22.19921785,22.40625719,22.84334023,23.07338394,,
Ethiopia,ETH,Agricultural land (% of land area),AG.LND.AGRI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.54,30.472,30.5,30.5,30.492,30.508,30.676,30.662,30.60540039,30.498,31.607,33.101,33.591,34.219,35.077,34.513,34.985,35.683,36.32519922,36.488,36.259,36.259,36.259,36.259,,
European Union,EUU,Agricultural land (% of land area),AG.LND.AGRI.ZS,,54.70285266,54.63520916,54.49587934,54.30531621,54.09141826,53.97254103,53.92055079,53.69017559,53.67409128,53.13766978,52.59739356,52.41578061,52.22232555,52.09135042,51.94979999,51.80140247,51.72540957,51.71080773,51.57682678,51.45025482,51.33638508,51.26790587,50.96751346,50.90168272,50.79751324,50.69696184,50.64555219,50.50577623,50.39350904,50.24083359,49.37332972,48.69446161,48.59717285,48.4700031,48.06297493,48.00194407,47.88029959,47.72995685,47.60446493,47.10955129,46.57265636,46.15363122,45.71869587,45.48064619,45.44239361,45.25675607,44.70175953,44.80894555,44.48048497,44.17899878,43.93929181,43.75785317,43.49560349,43.10301103,43.04635167,42.82165863,,
Fragile and conflict affected situations,FCS,Agricultural land (% of land area),AG.LND.AGRI.ZS,,27.86955969,27.92967481,27.97614513,28.00990629,28.00507213,27.99782089,28.052712,28.07727265,28.14183209,28.18767864,28.21668361,28.30650543,28.34408713,28.41000044,28.42437626,28.49455394,28.52644579,28.57634992,28.60223769,28.63873008,28.67982301,28.71951238,28.73534135,28.78275026,28.82618245,28.85612492,28.88084306,28.91195516,28.89347504,28.92653653,28.98953964,29.02470404,29.5343176,29.6942994,29.70598085,29.85969643,29.95825388,29.99020382,29.99867481,30.07684773,30.1835822,30.29768914,30.40914862,30.4268304,30.62792195,30.64169186,30.75738657,30.74358617,30.78935743,30.85255573,30.98519301,31.00727075,31.01862477,31.05440931,31.06577852,31.06662974,,
Finland,FIN,Agricultural land (% of land area),AG.LND.AGRI.ZS,,9.080074694,9.143767352,9.214025411,9.276732978,9.328933977,9.38770118,9.433664606,9.475360641,9.079418234,8.943825967,8.876522378,8.581043209,8.477297671,8.553793304,8.58137184,8.575133466,8.52818575,8.487146977,8.429364063,8.325946354,8.262582328,8.167372373,8.044912513,7.963820057,7.907022234,7.857775706,7.905709314,7.791457209,7.832824613,7.856462786,7.960865586,7.900784661,7.825929778,7.918513091,7.367280607,7.281919958,7.058669031,7.196559309,7.227420146,7.281919958,7.295052365,7.341015792,7.37384681,7.396828524,7.465117203,7.56568363,7.546778593,7.556432716,7.556762093,7.541625213,7.524433504,7.519497508,7.431965514,7.460265549,7.480503775,7.485768813,,
Fiji,FJI,Agricultural land (% of land area),AG.LND.AGRI.ZS,,12.42474001,12.42474001,12.47947455,12.47947455,12.20580186,12.20580186,12.09633279,11.98686371,12.09633279,12.09633279,12.09633279,12.58894362,12.86261631,13.136289,13.40996169,14.23097975,14.77832512,15.3256705,15.59934319,15.87301587,16.42036125,16.96770662,17.515052,18.06239737,18.88341544,19.15708812,19.97810619,20.79912425,21.62014231,22.44116037,23.2074439,23.80952381,23.80952381,23.70005473,24.0831965,24.0831965,24.0831965,23.53585112,23.42638205,23.42638205,23.42638205,23.42638205,23.42638205,23.42638205,23.42638205,23.42638205,23.37164751,23.42638205,23.40448857,23.26217843,23.26217843,23.26217843,23.26217843,23.26217843,23.26217843,23.26217843,,
France,FRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,,63.07732586,62.89652575,62.73946706,62.29203242,62.09479593,61.81172504,61.41542579,60.59178081,60.5826495,59.34444263,59.5782044,59.38096791,59.2805234,59.24765065,59.09241822,58.47879358,58.2760783,58.36921775,58.13728225,57.9327407,57.86882147,57.79394465,57.64601728,57.54192025,57.42138683,57.33555243,57.25884935,56.30371338,56.14099399,55.87052503,55.67347045,55.48974902,55.31990649,55.16211658,55.06221781,54.96378505,54.86023375,54.75138914,54.6584316,54.43607963,54.26422923,54.07685204,53.90833912,53.7987147,53.67550923,53.53360406,53.33892184,53.16359762,52.99886734,52.82792694,52.74081058,52.67908399,52.54923164,52.53608375,52.46376323,52.44754417,,
